stage,stage_name,klass,feature,coef
2,部位,腎小管間質,S_UPCR,0.02292536535353433
2,部位,腎小管間質,S_uRBC,0.08732033583485223
2,部位,腎小管間質,S_uWBC,-0.017325790092213106
2,部位,腎小管間質,S_NLR,0.26217452438040306
2,部位,腎小管間質,S_CRP,-0.27683442917559675
2,部位,腎小管間質,S_SBP,0.42403564544751426
2,部位,腎小管間質,S_alb,-0.055463731365284756
2,部位,腎小管間質,S_eos,0.05745973331075824
2,部位,腎小管間質,S_PLT,0.18806108736142296
2,部位,腎小管間質,R_Cr_UPCR,0.17111733505805093
2,部位,腎小管間質,R_UPCR_alb,-0.6469394818620214
2,部位,腎小管間質,R_UPCR_uRBC,0.8788464714752745
2,部位,腎小管間質,R_BUN_Cr,-0.30315836403752255
2,部位,腎小管間質,R_CRP_alb,0.07367891448926744
2,部位,腎絲球,L_Cr,-0.8571345981531898
2,部位,腎絲球,L_BUN,-1.007490462785443
2,部位,腎絲球,L_UPCR,1.3830308664964817
2,部位,腎絲球,L_uRBC,0.41019509583810604
2,部位,腎絲球,L_uWBC,-0.5660718652772857
2,部位,腎絲球,L_NLR,-0.434894362043883
2,部位,腎絲球,L_CRP,0.2680084772499287
2,部位,腎絲球,L_SBP,0.07289759193982052
2,部位,腎絲球,L_alb,-0.5026568093892527
2,部位,腎絲球,L_eos,-0.6781764297643987
2,部位,腎絲球,L_PLT,0.3232732037064112
2,部位,腎絲球,S_Cr,-0.09419192178112837
2,部位,腎絲球,S_BUN,-0.09803761175927472
2,部位,腎絲球,S_UPCR,-0.07794229134024452
2,部位,腎絲球,S_uRBC,0.057263093252575906
2,部位,腎絲球,S_uWBC,-0.049570057363906087
2,部位,腎絲球,S_NLR,-0.025466788121264607
2,部位,腎絲球,S_CRP,0.1529834881500103
2,部位,腎絲球,S_SBP,-0.26118546000487497
2,部位,腎絲球,S_alb,0.12189986095012943
2,部位,腎絲球,S_eos,-0.013659707239597176
2,部位,腎絲球,S_PLT,-0.06639944479347346
2,部位,腎絲球,R_Cr_UPCR,-0.5457706364457903
2,部位,腎絲球,R_UPCR_alb,0.21169991215301298
2,部位,腎絲球,R_UPCR_uRBC,-0.6759570242821327
2,部位,腎絲球,R_BUN_Cr,-0.1895737312447468
2,部位,腎絲球,R_CRP_alb,-0.8660007271077301
2,部位,血管,L_Cr,0.7089907977774998
2,部位,血管,L_BUN,-0.8478788817819308
2,部位,血管,L_UPCR,-0.5741438551281215
2,部位,血管,L_uRBC,0.932555650942423
2,部位,血管,L_uWBC,-0.2233467674108021
2,部位,血管,L_NLR,1.0275565339227413
2,部位,血管,L_CRP,-0.12661236865871514
2,部位,血管,L_SBP,0.28894942677778374
2,部位,血管,L_alb,0.2968785808624286
2,部位,血管,L_eos,-0.20355239923288407
2,部位,血管,L_PLT,-0.7361045607587112
2,部位,血管,S_Cr,0.18349303894359065
2,部位,血管,S_BUN,0.0489527993635081
2,部位,血管,S_UPCR,0.05501692598670837
2,部位,血管,S_uRBC,-0.14458342908742444
2,部位,血管,S_uWBC,0.06689584745611657
2,部位,血管,S_NLR,-0.23670773625913827
2,部位,血管,S_CRP,0.12385094102558757
2,部位,血管,S_SBP,-0.16285018544263796
2,部位,血管,S_alb,-0.06643612958484665
2,部位,血管,S_eos,-0.04380002607116017
2,部位,血管,S_PLT,-0.12166164256795502
2,部位,血管,R_Cr_UPCR,0.37465330138774
2,部位,血管,R_UPCR_alb,0.435239569709005
2,部位,血管,R_UPCR_uRBC,-0.20288944719313748
2,部位,血管,R_BUN_Cr,0.49273209528227224
2,部位,血管,R_CRP_alb,0.7923218126184615
3,表現型,孤立血尿,L_Cr,-0.47019780665210076
3,表現型,孤立血尿,L_BUN,-0.5988522237066697
3,表現型,孤立血尿,L_UPCR,-1.6819389112592174
3,表現型,孤立血尿,L_uRBC,1.4177265561615193
3,表現型,孤立血尿,L_uWBC,-0.14299875665706524
3,表現型,孤立血尿,L_NLR,0.02494645899966877
3,表現型,孤立血尿,L_CRP,-0.1373542002138426
3,表現型,孤立血尿,L_SBP,-0.2789723775711382
3,表現型,孤立血尿,L_alb,0.8305623241916011
3,表現型,孤立血尿,L_eos,-0.07028515418805147
3,表現型,孤立血尿,L_PLT,-0.39170657638066403
3,表現型,孤立血尿,S_Cr,0.20189841555485624
3,表現型,孤立血尿,S_BUN,0.185560154278638
3,表現型,孤立血尿,S_UPCR,0.014467273279860877
3,表現型,孤立血尿,S_uRBC,0.030386806605760507
3,表現型,孤立血尿,S_uWBC,0.03219911616809105
3,表現型,孤立血尿,S_NLR,0.08241112360238229
3,表現型,孤立血尿,S_CRP,0.02213247881826691
3,表現型,孤立血尿,S_SBP,0.04954999062059568
3,表現型,孤立血尿,S_alb,-0.29887524865190973
3,表現型,孤立血尿,S_eos,-0.020557041793826957
3,表現型,孤立血尿,S_PLT,0.01958175983081523
3,表現型,孤立血尿,R_Cr_UPCR,0.09090618945850257
3,表現型,孤立血尿,R_UPCR_alb,0.027128859744765536
3,表現型,孤立血尿,R_UPCR_uRBC,-0.37931826460871343
3,表現型,孤立血尿,R_BUN_Cr,0.09776364899031924
3,表現型,孤立血尿,R_CRP_alb,0.2811764143159662
3,表現型,慢性,L_Cr,0.807427128825182
3,表現型,慢性,L_BUN,1.1034344998730572
3,表現型,慢性,L_UPCR,-0.3478364203798295
3,表現型,慢性,L_uRBC,-1.099738933122729
3,表現型,慢性,L_uWBC,0.154824298509554
3,表現型,慢性,L_NLR,-0.3614220935351185
3,表現型,慢性,L_CRP,-0.1667443569774126
3,表現型,慢性,L_SBP,0.04783643608055745
3,表現型,慢性,L_alb,0.43719675299031197
3,表現型,慢性,L_eos,0.09029198761968248
3,表現型,慢性,L_PLT,0.21842258555238453
3,表現型,慢性,S_Cr,-0.21825859469884315
3,表現型,慢性,S_BUN,-0.152061765792332
3,表現型,慢性,S_UPCR,0.018535553810804763
3,表現型,慢性,S_uRBC,-0.010838423335632593
3,表現型,慢性,S_uWBC,0.07720783201267946
3,表現型,慢性,S_NLR,-0.0851691783526696
3,表現型,慢性,S_CRP,-0.030446626587680013
3,表現型,慢性,S_SBP,0.10596052347871636
3,表現型,慢性,S_alb,0.23409693332253298
3,表現型,慢性,S_eos,-0.011557445416718057
3,表現型,慢性,S_PLT,0.22906382303133332
3,表現型,慢性,R_Cr_UPCR,0.18092900050222163
3,表現型,慢性,R_UPCR_alb,-0.22904160145365632
3,表現型,慢性,R_UPCR_uRBC,0.5126751087666059
3,表現型,慢性,R_BUN_Cr,-0.026504740862210215
3,表現型,慢性,R_CRP_alb,-0.16174873655486685
3,表現型,腎炎症候群,L_Cr,0.4179314846258972
3,表現型,腎炎症候群,L_BUN,-0.04373765600000181
3,表現型,腎炎症候群,L_UPCR,-0.09595669560216888
3,表現型,腎炎症候群,L_uRBC,1.3406412963190126
3,表現型,腎炎症候群,L_uWBC,0.24550767879490493
3,表現型,腎炎症候群,L_NLR,0.3516367885259949
3,表現型,腎炎症候群,L_CRP,0.948692417861852
3,表現型,腎炎症候群,L_SBP,0.12881247354550654
3,表現型,腎炎症候群,L_alb,0.12147244592538968
3,表現型,腎炎症候群,L_eos,-0.0346556713827858
3,表現型,腎炎症候群,L_PLT,-0.013993352008048042
3,表現型,腎炎症候群,S_Cr,0.24974103375694032
3,表現型,腎炎症候群,S_BUN,0.08332547460193099
3,表現型,腎炎症候群,S_UPCR,0.06363421247998775
3,表現型,腎炎症候群,S_uRBC,-0.04030129327979761
3,表現型,腎炎症候群,S_uWBC,0.015798664428301103
3,表現型,腎炎症候群,S_NLR,-0.033150720321243866
3,表現型,腎炎症候群,S_CRP,-0.05646718568951723
3,表現型,腎炎症候群,S_SBP,-0.13655835266525496
3,表現型,腎炎症候群,S_alb,0.03778595173599396
3,表現型,腎炎症候群,S_eos,0.11987855529130449
3,表現型,腎炎症候群,S_PLT,-0.09606939306058748
3,表現型,腎炎症候群,R_Cr_UPCR,-0.5593048406923644
3,表現型,腎炎症候群,R_UPCR_alb,0.12356691809306217
3,表現型,腎炎症候群,R_UPCR_uRBC,-0.05304931271863478
3,表現型,腎炎症候群,R_BUN_Cr,-0.06728840087343434
3,表現型,腎炎症候群,R_CRP_alb,-0.496139617161993
3,表現型,腎病症候群,L_Cr,-0.7551608067989789
3,表現型,腎病症候群,L_BUN,-0.4608446201663895
3,表現型,腎病症候群,L_UPCR,2.1257320272412135
3,表現型,腎病症候群,L_uRBC,-1.6586289193578092
3,表現型,腎病症候群,L_uWBC,-0.257333220647396
3,表現型,腎病症候群,L_NLR,-0.015161153990542919
3,表現型,腎病症候群,L_CRP,-0.6445938606705959
3,表現型,腎病症候群,L_SBP,0.10232346794507403
3,表現型,腎病症候群,L_alb,-1.3892315231073056
3,表現型,腎病症候群,L_eos,0.014648837951151116
3,表現型,腎病症候群,L_PLT,0.18727734283632938
3,表現型,腎病症候群,S_Cr,-0.2333808546129546
3,表現型,腎病症候群,S_BUN,-0.11682386308823695
3,表現型,腎病症候群,S_UPCR,-0.09663703957065062
3,表現型,腎病症候群,S_uRBC,0.02075291000966844
3,表現型,腎病症候群,S_uWBC,-0.12520561260906848
3,表現型,腎病症候群,S_NLR,0.03590877507153561
3,表現型,腎病症候群,S_CRP,0.06478133345892793
3,表現型,腎病症候群,S_SBP,-0.018952161434059273
3,表現型,腎病症候群,S_alb,0.02699236359337985
3,表現型,腎病症候群,S_eos,-0.08776406808075966
3,表現型,腎病症候群,S_PLT,-0.152576189801559
3,表現型,腎病症候群,R_Cr_UPCR,0.28746965073164177
3,表現型,腎病症候群,R_UPCR_alb,0.07834582361582937
3,表現型,腎病症候群,R_UPCR_uRBC,-0.08030753143925472
3,表現型,腎病症候群,R_BUN_Cr,-0.003970507254677732
3,表現型,腎病症候群,R_CRP_alb,0.3767119394008912
